City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,kharagpur,22.3333,87.3333,16.95,61,0,2.54,IN,1706557014
366,khandud,36.9513,72.318,-10.49,81,85,0.12,AF,1706557271
367,mersa matruh,31.3525,27.2453,13.11,54,40,7.72,EG,1706557014
368,forquilhinha,-28.7475,-49.4722,23.97,92,92,0.58,BR,1706557228
369,vecumnieki,56.6064,24.5222,2.03,82,100,3.81,LV,1706557271
370,anar darah,32.7587,61.654,10.79,42,7,2.88,AF,1706557271
371,fale old settlement,-9.3852,-171.2468,29.17,72,93,2.27,TK,1706557272
372,howard springs,-12.497,131.047,26.95,91,100,4.28,AU,1706557272
373,strakonice,49.2614,13.9024,1.57,75,89,1.3,CZ,1706557272
374,amble,55.3333,-1.5833,6.08,93,75,6.17,GB,1706557015
375,crane,31.3974,-102.3501,17.75,30,97,3.93,US,1706557015
376,arkhangel'sk,64.5401,40.5433,2.06,86,40,7.0,RU,1706557015
377,puerto baquerizo moreno,-0.9,-89.6,29.55,74,20,8.23,EC,1706557272
378,suva,-18.1416,178.4415,24.71,94,75,2.06,FJ,1706557015
379,saipan,15.1355,145.701,24.39,73,75,5.66,MP,1706557273
380,salavan,15.7167,106.4167,18.09,90,40,1.15,LA,1706557273
381,moree,-29.4667,149.85,24.21,88,42,2.63,AU,1706557273
382,kontcha,7.9667,12.2333,23.96,20,6,0.73,CM,1706557273
383,fereydun kenar,36.6864,52.5225,9.41,74,87,5.25,IR,1706557273
384,brookings,44.3114,-96.7984,7.43,75,0,6.17,US,1706557016
385,sampaloc,14.5402,121.3602,22.47,80,94,5.53,PH,1706557016
386,graneros,-34.0667,-70.7333,32.1,37,0,5.14,CL,1706557274
387,yanchep,-31.55,115.6833,21.07,50,0,5.69,AU,1706557274
388,taltal,-25.4,-70.4833,22.91,68,22,3.11,CL,1706556718
389,cockburn town,21.4612,-71.1419,25.68,75,0,6.15,TC,1706557012
390,constitucion,-35.3333,-72.4167,20.79,57,13,5.37,CL,1706557274
391,las heras,-46.5419,-68.9359,25.79,16,11,1.86,AR,1706557236
392,port moresby,-9.4431,147.1797,26.33,79,99,1.34,PG,1706557275
393,broome,42.2506,-75.833,0.39,90,100,6.69,US,1706557275
394,raduzhnyy,62.0961,77.475,-23.65,100,100,2.76,RU,1706557275
395,sayansk,54.1088,102.1648,-34.1,100,32,1.26,RU,1706557276
396,chui,-33.6971,-53.4616,24.26,57,50,4.53,UY,1706557211
397,gulf shores,30.246,-87.7008,16.3,50,0,3.6,US,1706557276
398,salinas,36.6777,-121.6555,23.88,58,0,5.66,US,1706557276
399,powell river,49.8496,-124.5361,11.8,100,100,2.06,CA,1706557018
400,labytnangi,66.6572,66.4183,-25.93,100,99,1.29,RU,1706557276
401,korocha,50.8107,37.1953,-2.6,97,93,2.36,RU,1706557277
402,nefta,33.8731,7.8777,16.14,55,0,1.02,TN,1706557277
403,green cove springs,29.9919,-81.6781,18.34,52,0,1.79,US,1706557014
404,cochirleanca,45.2167,27.0333,-0.56,76,33,4.08,RO,1706557277
405,nieuw amsterdam,5.8833,-55.0833,29.09,78,40,3.09,SR,1706557277
406,oyama,36.3,139.8,6.44,59,72,1.79,JP,1706557278
407,san felice circeo,41.2372,13.0942,9.21,72,0,2.27,IT,1706557278
408,mpanda,-6.3655,31.0409,19.3,95,100,1.16,TZ,1706557019
409,smirnovo,54.5125,69.4222,-16.45,98,95,3.15,KZ,1706557019
410,meadow lakes,61.6247,-149.6011,-13.38,85,100,2.06,US,1706557278
411,satkania,22.0796,92.0572,11.72,60,0,2.18,BD,1706557279
412,st. john's,47.5649,-52.7093,-1.79,95,100,4.47,CA,1706556987
413,tovarkovo,54.6762,35.9386,-2.08,93,100,4.98,RU,1706557279
414,atar,20.5169,-13.0499,21.51,11,0,3.82,MR,1706557020
415,villa ojo de agua,-29.5,-63.6938,34.35,24,0,3.78,AR,1706557279
416,carolina beach,34.0352,-77.8936,15.61,50,87,5.4,US,1706557279
417,codrington,-38.2667,141.9667,12.0,89,0,2.92,AU,1706557280
418,suntar,62.1444,117.6319,-40.85,100,77,1.42,RU,1706557280
419,porto novo,6.4965,2.6036,28.9,72,1,2.76,BJ,1706557280
420,bel ombre,-4.6167,55.4167,27.91,78,20,1.03,SC,1706557280
421,mahanoro,-19.9,48.8,23.95,87,33,3.66,MG,1706557280
422,usinsk,65.9939,57.5281,-12.18,94,100,8.05,RU,1706557281
423,mount pearl,47.5166,-52.7813,-2.25,95,100,3.6,CA,1706557281
424,ierapetra,35.01,25.7353,8.41,66,42,4.47,GR,1706557281
425,buncrana,55.1333,-7.45,3.87,76,31,1.89,IE,1706557281
426,tolanaro,-25.0319,46.9987,24.04,83,75,5.14,MG,1706557022
427,dombasle-sur-meurthe,48.6252,6.3497,11.38,87,0,0.0,FR,1706557282
428,sao joao da barra,-21.6403,-41.0511,29.05,92,74,2.69,BR,1706557282
429,kimbe,-5.5502,150.1429,24.62,94,100,0.89,PG,1706557282
430,maintirano,-18.0667,44.0167,26.07,67,0,2.07,MG,1706557282
431,mankono,8.0586,-6.1897,28.51,15,76,1.37,CI,1706557283
432,las tablas,7.7667,-80.2833,33.99,99,100,6.78,PA,1706557283
433,port-gentil,-0.7193,8.7815,28.98,84,20,3.6,GA,1706557283
434,donggongon,5.907,116.1015,25.96,78,20,3.6,MY,1706557284
435,sao tome,0.3365,6.7273,27.4,80,94,2.15,ST,1706557284
436,batticaloa,7.7102,81.6924,25.7,84,62,3.71,LK,1706557024
437,malvan,16.0667,73.4667,23.56,58,93,3.62,IN,1706557024
438,arauca,7.0847,-70.7591,34.98,34,20,2.06,CO,1706557285
439,hadibu,12.65,54.0333,23.71,72,64,3.29,YE,1706557286
440,shangrao,28.4532,117.9686,7.31,98,100,1.06,CN,1706557286
441,mugumu,-1.85,34.7,16.64,92,48,0.33,TZ,1706557287
442,rolla,37.9514,-91.7713,14.08,44,0,4.12,US,1706557120
443,soe,-9.8607,124.284,19.21,93,100,1.32,ID,1706557287
444,impfondo,1.6381,18.0667,26.05,36,75,1.04,CG,1706557288
445,port douglas,-16.4833,145.4667,27.64,86,72,2.7,AU,1706557026
446,bowen,-20.0167,148.2333,28.04,86,100,2.22,AU,1706557026
447,masjed soleyman,31.9364,49.3039,12.91,58,57,0.43,IR,1706557288
448,funafuti,-8.5243,179.1942,29.0,89,100,7.72,TV,1706557288
449,narvik,68.4384,17.4272,1.67,98,100,18.12,NO,1706557289
450,cantaura,9.3057,-64.3584,34.88,28,6,3.01,VE,1706557289
451,tocache,-8.1842,-76.5125,31.64,59,100,0.46,PE,1706557027
452,broken hill,-31.95,141.4333,22.82,38,5,5.99,AU,1706557289
453,polyarnyy,69.1989,33.4478,0.88,66,100,15.61,RU,1706557289
454,gangtok,27.3333,88.6167,4.97,74,94,2.23,IN,1706557289
455,al fuwayliq,26.4432,43.2534,15.1,48,72,2.82,SA,1706557029
456,muang phonsavan,19.45,103.2167,11.78,99,38,0.83,LA,1706557290
457,indramayu,-6.3264,108.32,25.56,90,100,4.32,ID,1706557029
458,kani keli,-12.9536,45.1033,27.59,68,51,1.64,YT,1706557290
459,dunedin,-45.8742,170.5036,18.22,63,49,1.34,NZ,1706557030
460,jawf al maqbabah,13.8378,45.8349,21.38,81,100,0.96,YE,1706557291
461,kingscliff,-28.2667,153.5667,25.96,100,75,2.57,AU,1706557291
462,negara,-8.3151,114.6025,24.67,90,100,0.42,ID,1706557291
463,fernie,49.5,-115.0687,12.05,100,100,1.72,CA,1706557158
464,oakdale,44.963,-92.9649,9.01,72,0,3.6,US,1706557285
465,myeik,12.4333,98.6,24.37,82,46,1.37,MM,1706557291
466,vilyuchinsk,52.9306,158.4028,-14.48,88,89,3.65,RU,1706557291
467,viedma,-40.8135,-62.9967,29.75,40,0,6.03,AR,1706557292
468,piranhas,-16.4269,-51.8222,30.15,50,82,2.53,BR,1706557292
469,yanacancha,-10.2411,-76.6456,13.51,59,100,3.55,PE,1706557032
470,le port,-20.9373,55.2919,25.98,85,29,1.05,RE,1706557292
471,tangalle,6.024,80.7911,24.25,88,97,4.34,LK,1706557292
472,lewistown,40.5992,-77.5714,4.67,81,100,3.09,US,1706557292
473,sheridan,44.8333,-106.9173,15.73,42,0,5.14,US,1706557292
474,ceerigaabo,10.6162,47.368,17.12,74,64,0.29,SO,1706557033
475,aghsu,40.5703,48.4009,2.27,93,100,1.27,AZ,1706557033
476,ternate,0.8,127.4,26.66,86,83,3.44,ID,1706557033
477,dhuusamarreeb,5.535,46.3861,25.95,67,38,7.0,SO,1706557293
478,velikiy ustyug,60.7644,46.3106,0.22,93,100,4.47,RU,1706557293
479,mil'kovo,55.6078,37.7956,-2.0,93,100,5.78,RU,1706557293
480,sitangkai,4.6628,119.3928,27.39,78,97,6.79,PH,1706557293
481,onega,63.9061,38.1404,1.16,87,100,7.27,RU,1706557294
482,dem'yanovo,60.3511,47.0842,-0.99,95,100,4.22,RU,1706557294
483,motueka,-41.1333,173.0167,18.96,46,0,1.14,NZ,1706557294
484,tqvarch'eli,42.8404,41.6801,0.41,85,75,2.47,GE,1706557294
485,labrador city,52.9463,-66.9114,-24.05,53,0,2.06,CA,1706557210
486,al kharj,24.155,47.3346,20.32,44,100,5.41,SA,1706557295
487,timimoun,29.2639,0.231,19.21,24,0,6.17,DZ,1706557295
488,berezovyy,51.6667,135.7,-20.41,98,87,1.48,RU,1706557295
489,kuta,-8.7233,115.1723,26.97,88,20,0.51,ID,1706557296
490,callao,-12.0667,-77.15,28.16,65,0,6.17,PE,1706557036
491,maxixe,-23.8597,35.3472,24.9,94,20,2.06,MZ,1706557297
492,bida,9.0833,6.0167,29.63,19,0,1.76,NG,1706557297
493,geraldton,-28.7667,114.6,19.23,82,0,4.63,AU,1706557298
494,vozhega,60.4725,40.2213,0.09,85,100,5.4,RU,1706557298
495,vilyuysk,63.7553,121.6247,-35.0,97,81,2.24,RU,1706557298
496,pandan,14.0453,124.1694,25.12,74,100,7.22,PH,1706557298
497,illizi,26.4833,8.4667,15.89,44,2,5.02,DZ,1706557299
498,vilhena,-12.7406,-60.1458,30.12,58,40,4.12,BR,1706557299
499,hami,42.8,93.45,-7.38,60,57,1.63,CN,1706557299
500,houmt el souk,33.8758,10.8575,13.97,77,20,2.06,TN,1706557299
501,daru,-9.0763,143.2092,25.72,90,100,3.6,PG,1706557299
502,locharbriggs,55.1034,-3.5844,3.31,97,100,5.3,GB,1706557300
503,nuku'alofa,-21.1333,-175.2,26.19,83,40,2.57,TO,1706557038
504,tsarevo,42.1667,27.85,2.56,91,100,10.28,BG,1706557300
505,klyuchi,52.2667,79.1667,-18.44,97,73,2.81,RU,1706557038
506,chulakkurgan,43.765,69.1814,-0.73,92,100,6.15,KZ,1706557300
507,tazovsky,67.4667,78.7,-22.69,91,67,4.42,RU,1706557300
508,muleba,-1.8397,31.6544,21.81,76,100,2.89,TZ,1706557300
509,ninghai,29.2892,121.4247,8.73,98,100,0.17,CN,1706557039
510,la punta,-33.1837,-66.3127,34.98,23,33,1.56,AR,1706557301
511,howrah,22.5892,88.3103,16.0,82,0,0.0,IN,1706557040
512,graaff-reinet,-32.2522,24.5308,27.21,13,9,3.33,ZA,1706557040
513,samana,19.2056,-69.3369,29.12,74,20,2.06,DO,1706557301
514,guiyang,26.5833,106.7167,6.27,93,100,1.0,CN,1706557301
515,kapshagay,43.8833,77.0833,-4.58,94,100,1.75,KZ,1706557040
516,saurimo,-9.6608,20.3916,19.16,89,99,0.91,AO,1706557301
517,kiama,-34.6833,150.8667,23.33,90,90,2.68,AU,1706557302
518,antsiranana,-12.2787,49.2917,24.81,84,63,3.72,MG,1706557302
519,fukuecho,32.6881,128.8419,8.93,61,98,2.45,JP,1706557302
520,chittarkonda,18.1167,82.0833,16.28,79,6,1.29,IN,1706557041
521,murzuq,25.9155,13.9184,12.22,49,0,5.57,LY,1706557302
522,long beach,33.767,-118.1892,27.69,32,0,2.06,US,1706556959
523,del rio,29.3627,-100.8968,21.18,27,0,5.66,US,1706557303
524,mangai,-4.05,19.5333,22.88,94,100,0.82,CD,1706557303
525,ola,59.5833,151.2833,-20.77,81,89,3.87,RU,1706557303
526,kharp,66.8014,65.8081,-22.99,100,98,0.96,RU,1706557303
527,ostersund,63.1792,14.6357,1.25,60,48,5.66,SE,1706557303
528,sampit,-2.5333,112.95,23.51,97,95,0.17,ID,1706557303
529,balaipungut,1.05,101.2833,22.82,97,17,1.34,ID,1706557304
530,durgapur,23.4833,87.3167,16.17,47,0,0.64,IN,1706557304
531,terrasson-lavilledieu,45.1301,1.3014,12.42,90,100,2.01,FR,1706557304
532,vangaindrano,-23.35,47.6,23.16,84,100,2.41,MG,1706557304
533,thunder bay,48.4001,-89.3168,-1.01,93,100,2.57,CA,1706557112
534,sao jose da coroa grande,-8.8978,-35.1478,28.17,70,17,4.49,BR,1706557304
535,kone,-21.0595,164.8658,25.27,78,87,0.35,NC,1706557305
536,kalynivka,49.4539,28.5261,-4.79,92,35,1.34,UA,1706557305
537,luanda,-8.8368,13.2343,28.0,83,20,3.6,AO,1706557154
538,madinat ash shamal,26.1293,51.2009,19.43,63,100,4.98,QA,1706557305
539,prince rupert,54.3161,-130.3201,10.05,81,100,17.49,CA,1706557305
540,lulea,65.5842,22.1547,3.04,60,0,6.17,SE,1706557306
541,sale,34.0389,-6.8166,18.13,82,40,0.0,MA,1706557044
542,lorengau,-2.0226,147.2712,27.94,80,100,4.91,PG,1706557306
543,podoleni,46.8,26.6167,-2.43,88,50,1.15,RO,1706557306
544,rongelap,11.1635,166.8941,26.35,76,94,5.91,MH,1706557306
545,tarrafal de sao nicolau,16.5667,-24.3667,23.3,72,93,5.41,CV,1706557306
546,vorozhba,51.1733,34.2192,-9.09,98,97,2.12,UA,1706557307
547,vershino-darasunskiy,52.35,115.5167,-32.19,99,16,1.38,RU,1706557307
548,ancud,-41.8697,-73.8203,17.06,58,98,2.7,CL,1706557307
549,saint-raphael,19.4333,-72.2,28.99,41,4,3.88,HT,1706557307
550,kuanda,56.3161,116.0806,-36.84,96,72,0.37,RU,1706557307
551,fort mcmurray,56.7268,-111.381,2.77,80,0,1.54,CA,1706557307
552,kangding,30.0513,101.9603,-0.23,56,34,3.37,CN,1706557308
553,phan rang-thap cham,11.5667,108.9833,20.21,88,79,3.07,VN,1706557308
554,tibanbang,6.6315,126.1055,25.16,89,100,3.06,PH,1706557308
555,trail,49.0998,-117.7022,11.65,100,100,0.33,CA,1706557308
556,rasht,37.2808,49.5832,6.9,100,100,3.09,IR,1706557308
557,bikenibeu village,1.3673,173.1241,26.98,89,75,1.54,KI,1706557308
558,tacuarembo,-31.7333,-55.9833,30.11,44,23,0.98,UY,1706557286
559,laguna,38.421,-121.4238,22.58,68,0,1.54,US,1706557309
560,nicoya,10.1483,-85.452,33.8,42,60,7.05,CR,1706557309
561,revelstoke,50.9832,-118.2023,2.01,93,100,1.54,CA,1706557309
562,lucapa,-8.4192,20.7447,19.86,97,83,0.83,AO,1706557309
563,miyaly,48.8844,53.7836,-12.87,84,59,2.64,KZ,1706557048
564,pahasu,28.1833,78.05,12.36,68,30,1.28,IN,1706557048
565,argo,37.6333,22.7333,5.33,82,85,3.1,GR,1706557310
566,pangai,-19.8,-174.35,28.06,74,75,3.6,TO,1706557310
567,floro,61.5996,5.0328,5.98,87,75,5.14,NO,1706557310
568,mugia,43.1041,-9.2179,14.95,84,67,2.91,ES,1706557310
569,bhimunipatnam,17.8833,83.4333,20.73,71,8,0.78,IN,1706557311
570,batouri,4.4333,14.3667,26.52,25,27,0.7,CM,1706557311
571,christchurch,-43.5333,172.6333,18.56,84,32,2.06,NZ,1706557208
572,puerto el triunfo,13.2833,-88.55,38.48,51,98,2.13,SV,1706557311
573,bychawa,51.0161,22.533,0.29,81,67,4.38,PL,1706557311
574,menominee,45.1078,-87.6143,1.25,86,100,5.66,US,1706557311
575,sur,22.5667,59.5289,23.7,73,100,1.12,OM,1706557312
576,taoudenni,22.6783,-3.9836,22.4,11,0,4.74,ML,1706557312
577,al jawf,29.5,38.75,10.9,48,2,1.85,SA,1706557312
